inventory_id,signature_id,ambiguity_kind,classmark,cudl_label,fist_signature_ids,fist_inventory_ids,leading_char,pattern_guess
,,no_fist_match,mosseriviii304.2a,MS-MOSSERI-VIII-00304-00002-A,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii304.2b,MS-MOSSERI-VIII-00304-00002-B,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii307.1a,MS-MOSSERI-VIII-00307-00001-A,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii307.1b,MS-MOSSERI-VIII-00307-00001-B,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii310.3,MS-MOSSERI-VIII-00310-00003,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii324.41,MS-MOSSERI-VIII-00324-00004-00001,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii324.42,MS-MOSSERI-VIII-00324-00004-00002,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii331.2a,MS-MOSSERI-VIII-00331-00002-A,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii331.2b,MS-MOSSERI-VIII-00331-00002-B,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii331.3,MS-MOSSERI-VIII-00331-00003,,,,mosseri_exotic_letter
,,multi_inventory,mosseriviii332,MS-MOSSERI-VIII-00332,,"3832850,4444850",,mosseri_exotic_letter
,,no_fist_match,mosseriviii334.1,MS-MOSSERI-VIII-00334-00001,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii334.2,MS-MOSSERI-VIII-00334-00002,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii340.1,MS-MOSSERI-VIII-00340-00001,,,,mosseri_exotic_letter
,,multi_inventory,mosseriviii343,MS-MOSSERI-VIII-00343,,"3835850,4464850",,mosseri_exotic_letter
,,no_fist_match,mosseriviii353.1,MS-MOSSERI-VIII-00353-00001,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii357.1a,MS-MOSSERI-VIII-00357-00001-A,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii357.1b,MS-MOSSERI-VIII-00357-00001-B,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii357.1c,MS-MOSSERI-VIII-00357-00001-C,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii365a,MS-MOSSERI-VIII-00365-A,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii365b,MS-MOSSERI-VIII-00365-B,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii365c,MS-MOSSERI-VIII-00365-C,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii365d,MS-MOSSERI-VIII-00365-D,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii367.2a,MS-MOSSERI-VIII-00367-00002-A,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii367.2b,MS-MOSSERI-VIII-00367-00002-B,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii369.1a,MS-MOSSERI-VIII-00369-00001-A,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii369.1b,MS-MOSSERI-VIII-00369-00001-B,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii411.2a,MS-MOSSERI-VIII-00411-00002-A,,,,mosseri_exotic_letter
,,no_fist_match,mosseriviii411.2b,MS-MOSSERI-VIII-00411-00002-B,,,,mosseri_exotic_letter
,,multi_inventory,mosseriviii442,MS-MOSSERI-VIII-00442,,"3847850,4618850",,mosseri_exotic_letter
,,multi_inventory,mosseriviii472,MS-MOSSERI-VIII-00472,,"3851850,4658850",,mosseri_exotic_letter
,,multi_inventory,mosserix21,MS-MOSSERI-X-00021,,"4680850,4710850",,mosseri_exotic_letter
,,no_fist_match,or1080.11,MS-OR-01080-00001-00001,,,,or_single_segment
,,no_fist_match,or1080.12,MS-OR-01080-00001-00002,,,,or_single_segment
,,no_fist_match,or1080.13,MS-OR-01080-00001-00003,,,,or_single_segment
,,no_fist_match,or1080.14,MS-OR-01080-00001-00004,,,,or_single_segment
,,no_fist_match,or1080.15,MS-OR-01080-00001-00005,,,,or_single_segment
,,no_fist_match,or1080.16,MS-OR-01080-00001-00006,,,,or_single_segment
,,no_fist_match,or1080.17,MS-OR-01080-00001-00007,,,,or_single_segment
,,no_fist_match,or1080.18,MS-OR-01080-00001-00008,,,,or_single_segment
,,no_fist_match,or1080.19,MS-OR-01080-00001-00009,,,,or_single_segment
,,no_fist_match,or1080.110,MS-OR-01080-00001-00010,,,,or_single_segment
,,no_fist_match,or1080.111,MS-OR-01080-00001-00011,,,,or_single_segment
,,no_fist_match,or1080.112,MS-OR-01080-00001-00012,,,,or_single_segment
,,no_fist_match,or1080.113,MS-OR-01080-00001-00013,,,,or_single_segment
,,no_fist_match,or1080.114,MS-OR-01080-00001-00014,,,,or_single_segment
,,no_fist_match,or1080.115,MS-OR-01080-00001-00015,,,,or_single_segment
,,no_fist_match,or1080.116,MS-OR-01080-00001-00016,,,,or_single_segment
,,no_fist_match,or1080.117,MS-OR-01080-00001-00017,,,,or_single_segment
,,no_fist_match,or1080.118,MS-OR-01080-00001-00018,,,,or_single_segment
,,no_fist_match,or1080.119,MS-OR-01080-00001-00019,,,,or_single_segment
,,no_fist_match,or1080.120,MS-OR-01080-00001-00020,,,,or_single_segment
,,no_fist_match,or1080.121,MS-OR-01080-00001-00021,,,,or_single_segment
,,no_fist_match,or1080.122,MS-OR-01080-00001-00022,,,,or_single_segment
,,no_fist_match,or1080.123,MS-OR-01080-00001-00023,,,,or_single_segment
,,no_fist_match,or1080.124,MS-OR-01080-00001-00024,,,,or_single_segment
,,no_fist_match,or1080.125,MS-OR-01080-00001-00025,,,,or_single_segment
,,no_fist_match,or1080.126,MS-OR-01080-00001-00026,,,,or_single_segment
,,no_fist_match,or1080.128,MS-OR-01080-00001-00028,,,,or_single_segment
,,no_fist_match,or1080.129,MS-OR-01080-00001-00029,,,,or_single_segment
,,no_fist_match,or1080.130,MS-OR-01080-00001-00030,,,,or_single_segment
,,no_fist_match,or1080.131,MS-OR-01080-00001-00031,,,,or_single_segment
,,no_fist_match,or1080.132,MS-OR-01080-00001-00032,,,,or_single_segment
,,no_fist_match,or1080.133,MS-OR-01080-00001-00033,,,,or_single_segment
,,no_fist_match,or1080.134a,MS-OR-01080-00001-00034-A,,,,or_single_segment
,,no_fist_match,or1080.134b,MS-OR-01080-00001-00034-B,,,,or_single_segment
,,no_fist_match,or1080.135,MS-OR-01080-00001-00035,,,,or_single_segment
,,no_fist_match,or1080.136,MS-OR-01080-00001-00036,,,,or_single_segment
,,no_fist_match,or1080.137,MS-OR-01080-00001-00037,,,,or_single_segment
,,no_fist_match,or1080.138,MS-OR-01080-00001-00038,,,,or_single_segment
,,no_fist_match,or1080.139,MS-OR-01080-00001-00039,,,,or_single_segment
,,no_fist_match,or1080.140,MS-OR-01080-00001-00040,,,,or_single_segment
,,no_fist_match,or1080.141,MS-OR-01080-00001-00041,,,,or_single_segment
,,no_fist_match,or1080.142,MS-OR-01080-00001-00042,,,,or_single_segment
,,no_fist_match,or1080.143,MS-OR-01080-00001-00043,,,,or_single_segment
,,no_fist_match,or1080.144,MS-OR-01080-00001-00044,,,,or_single_segment
,,no_fist_match,or1080.145,MS-OR-01080-00001-00045,,,,or_single_segment
,,no_fist_match,or1080.146,MS-OR-01080-00001-00046,,,,or_single_segment
,,no_fist_match,or1080.147,MS-OR-01080-00001-00047,,,,or_single_segment
,,no_fist_match,or1080.148,MS-OR-01080-00001-00048,,,,or_single_segment
,,no_fist_match,or1080.149,MS-OR-01080-00001-00049,,,,or_single_segment
,,no_fist_match,or1080.150,MS-OR-01080-00001-00050,,,,or_single_segment
,,no_fist_match,or1080.151,MS-OR-01080-00001-00051,,,,or_single_segment
,,no_fist_match,or1080.152,MS-OR-01080-00001-00052,,,,or_single_segment
,,no_fist_match,or1080.153,MS-OR-01080-00001-00053,,,,or_single_segment
,,no_fist_match,or1080.154,MS-OR-01080-00001-00054,,,,or_single_segment
,,no_fist_match,or1080.155,MS-OR-01080-00001-00055,,,,or_single_segment
,,no_fist_match,or1080.156,MS-OR-01080-00001-00056,,,,or_single_segment
,,no_fist_match,or1080.157,MS-OR-01080-00001-00057,,,,or_single_segment
,,no_fist_match,or1080.158,MS-OR-01080-00001-00058,,,,or_single_segment
,,no_fist_match,or1080.159,MS-OR-01080-00001-00059,,,,or_single_segment
,,no_fist_match,or1080.160,MS-OR-01080-00001-00060,,,,or_single_segment
,,no_fist_match,or1080.161,MS-OR-01080-00001-00061,,,,or_single_segment
,,no_fist_match,or1080.162,MS-OR-01080-00001-00062,,,,or_single_segment
,,no_fist_match,or1080.163,MS-OR-01080-00001-00063,,,,or_single_segment
,,no_fist_match,or1080.164,MS-OR-01080-00001-00064,,,,or_single_segment
,,no_fist_match,or1080.165,MS-OR-01080-00001-00065,,,,or_single_segment
,,no_fist_match,or1080.166,MS-OR-01080-00001-00066,,,,or_single_segment
,,no_fist_match,or1080.167,MS-OR-01080-00001-00067,,,,or_single_segment
,,no_fist_match,or1080.168,MS-OR-01080-00001-00068,,,,or_single_segment
,,no_fist_match,or1080.169,MS-OR-01080-00001-00069,,,,or_single_segment
,,no_fist_match,or1080.170,MS-OR-01080-00001-00070,,,,or_single_segment
,,no_fist_match,or1080.172,MS-OR-01080-00001-00072,,,,or_single_segment
,,no_fist_match,or1080.173,MS-OR-01080-00001-00073,,,,or_single_segment
,,no_fist_match,or1080.174,MS-OR-01080-00001-00074,,,,or_single_segment
,,no_fist_match,or1080.175,MS-OR-01080-00001-00075,,,,or_single_segment
,,no_fist_match,or1080.176,MS-OR-01080-00001-00076,,,,or_single_segment
,,no_fist_match,or1080.177,MS-OR-01080-00001-00077,,,,or_single_segment
,,no_fist_match,or1080.178,MS-OR-01080-00001-00078,,,,or_single_segment
,,no_fist_match,or1080.179,MS-OR-01080-00001-00079,,,,or_single_segment
,,no_fist_match,or1080.180,MS-OR-01080-00001-00080,,,,or_single_segment
,,no_fist_match,or1080.181,MS-OR-01080-00001-00081,,,,or_single_segment
,,no_fist_match,or1080.182,MS-OR-01080-00001-00082,,,,or_single_segment
,,no_fist_match,or1080.183,MS-OR-01080-00001-00083,,,,or_single_segment
,,no_fist_match,or1080.184,MS-OR-01080-00001-00084,,,,or_single_segment
,,no_fist_match,or1080.185,MS-OR-01080-00001-00085,,,,or_single_segment
,,no_fist_match,or1080.186,MS-OR-01080-00001-00086,,,,or_single_segment
,,no_fist_match,or1080.187,MS-OR-01080-00001-00087,,,,or_single_segment
,,no_fist_match,or1080.188,MS-OR-01080-00001-00088,,,,or_single_segment
,,no_fist_match,or1080.189,MS-OR-01080-00001-00089,,,,or_single_segment
,,no_fist_match,or1080.191,MS-OR-01080-00001-00091,,,,or_single_segment
,,no_fist_match,or1080.21,MS-OR-01080-00002-00001,,,,or_single_segment
,,no_fist_match,or1080.22,MS-OR-01080-00002-00002,,,,or_single_segment
,,no_fist_match,or1080.23,MS-OR-01080-00002-00003,,,,or_single_segment
,,no_fist_match,or1080.24,MS-OR-01080-00002-00004,,,,or_single_segment
,,no_fist_match,or1080.25,MS-OR-01080-00002-00005,,,,or_single_segment
,,no_fist_match,or1080.26,MS-OR-01080-00002-00006,,,,or_single_segment
,,no_fist_match,or1080.27,MS-OR-01080-00002-00007,,,,or_single_segment
,,no_fist_match,or1080.29,MS-OR-01080-00002-00009,,,,or_single_segment
,,no_fist_match,or1080.210,MS-OR-01080-00002-00010,,,,or_single_segment
,,no_fist_match,or1080.211,MS-OR-01080-00002-00011,,,,or_single_segment
,,no_fist_match,or1080.212,MS-OR-01080-00002-00012,,,,or_single_segment
,,no_fist_match,or1080.213,MS-OR-01080-00002-00013,,,,or_single_segment
,,no_fist_match,or1080.214,MS-OR-01080-00002-00014,,,,or_single_segment
,,no_fist_match,or1080.216,MS-OR-01080-00002-00016,,,,or_single_segment
,,no_fist_match,or1080.217,MS-OR-01080-00002-00017,,,,or_single_segment
,,no_fist_match,or1080.218,MS-OR-01080-00002-00018,,,,or_single_segment
,,no_fist_match,or1080.219,MS-OR-01080-00002-00019,,,,or_single_segment
,,no_fist_match,or1080.221,MS-OR-01080-00002-00021,,,,or_single_segment
,,no_fist_match,or1080.222,MS-OR-01080-00002-00022,,,,or_single_segment
,,no_fist_match,or1080.225,MS-OR-01080-00002-00025,,,,or_single_segment
,,no_fist_match,or1080.226,MS-OR-01080-00002-00026,,,,or_single_segment
,,no_fist_match,or1080.227,MS-OR-01080-00002-00027,,,,or_single_segment
,,no_fist_match,or1080.231,MS-OR-01080-00002-00031,,,,or_single_segment
,,no_fist_match,or1080.232,MS-OR-01080-00002-00032,,,,or_single_segment
,,no_fist_match,or1080.236,MS-OR-01080-00002-00036,,,,or_single_segment
,,no_fist_match,or1080.237,MS-OR-01080-00002-00037,,,,or_single_segment
,,no_fist_match,or1080.238,MS-OR-01080-00002-00038,,,,or_single_segment
,,no_fist_match,or1080.241,MS-OR-01080-00002-00041,,,,or_single_segment
,,no_fist_match,or1080.242,MS-OR-01080-00002-00042,,,,or_single_segment
,,no_fist_match,or1080.243,MS-OR-01080-00002-00043,,,,or_single_segment
,,no_fist_match,or1080.244,MS-OR-01080-00002-00044,,,,or_single_segment
,,no_fist_match,or1080.245,MS-OR-01080-00002-00045,,,,or_single_segment
,,no_fist_match,or1080.246,MS-OR-01080-00002-00046,,,,or_single_segment
,,no_fist_match,or1080.247,MS-OR-01080-00002-00047,,,,or_single_segment
,,no_fist_match,or1080.248,MS-OR-01080-00002-00048,,,,or_single_segment
,,no_fist_match,or1080.249,MS-OR-01080-00002-00049,,,,or_single_segment
,,no_fist_match,or1080.250,MS-OR-01080-00002-00050,,,,or_single_segment
,,no_fist_match,or1080.251,MS-OR-01080-00002-00051,,,,or_single_segment
,,no_fist_match,or1080.252,MS-OR-01080-00002-00052,,,,or_single_segment
,,no_fist_match,or1080.253,MS-OR-01080-00002-00053,,,,or_single_segment
,,no_fist_match,or1080.254,MS-OR-01080-00002-00054,,,,or_single_segment
,,no_fist_match,or1080.255,MS-OR-01080-00002-00055,,,,or_single_segment
,,no_fist_match,or1080.256,MS-OR-01080-00002-00056,,,,or_single_segment
,,no_fist_match,or1080.257,MS-OR-01080-00002-00057,,,,or_single_segment
,,no_fist_match,or1080.258,MS-OR-01080-00002-00058,,,,or_single_segment
,,no_fist_match,or1080.259,MS-OR-01080-00002-00059,,,,or_single_segment
,,no_fist_match,or1080.260,MS-OR-01080-00002-00060,,,,or_single_segment
,,no_fist_match,or1080.261,MS-OR-01080-00002-00061,,,,or_single_segment
,,no_fist_match,or1080.262,MS-OR-01080-00002-00062,,,,or_single_segment
,,no_fist_match,or1080.263,MS-OR-01080-00002-00063,,,,or_single_segment
,,no_fist_match,or1080.264,MS-OR-01080-00002-00064,,,,or_single_segment
,,no_fist_match,or1080.265,MS-OR-01080-00002-00065,,,,or_single_segment
,,no_fist_match,or1080.266,MS-OR-01080-00002-00066,,,,or_single_segment
,,no_fist_match,or1080.267,MS-OR-01080-00002-00067,,,,or_single_segment
,,no_fist_match,or1080.268,MS-OR-01080-00002-00068,,,,or_single_segment
,,no_fist_match,or1080.269,MS-OR-01080-00002-00069,,,,or_single_segment
,,no_fist_match,or1080.270,MS-OR-01080-00002-00070,,,,or_single_segment
,,no_fist_match,or1080.271,MS-OR-01080-00002-00071,,,,or_single_segment
,,no_fist_match,or1080.272,MS-OR-01080-00002-00072,,,,or_single_segment
,,no_fist_match,or1080.273,MS-OR-01080-00002-00073,,,,or_single_segment
,,no_fist_match,or1080.274,MS-OR-01080-00002-00074,,,,or_single_segment
,,no_fist_match,or1080.275,MS-OR-01080-00002-00075,,,,or_single_segment
,,no_fist_match,or1080.276,MS-OR-01080-00002-00076,,,,or_single_segment
,,no_fist_match,or1080.277,MS-OR-01080-00002-00077,,,,or_single_segment
